epoch,accuracy,loss,val_accuracy,val_loss
0,0.9916349053382874,0.01829957216978073,0.9883877635002136,0.016203248873353004
1,0.9913802742958069,0.008202087134122849,0.9883877635002136,0.01598069630563259
2,0.9914050698280334,0.007778503466397524,0.9883877038955688,0.015183817595243454
3,0.9914387464523315,0.007473755162209272,0.988386869430542,0.01432535145431757
4,0.9913640022277832,0.0071375928819179535,0.9883170127868652,0.013771635480225086
5,0.9913778901100159,0.006739945150911808,0.9882599711418152,0.01311216689646244
6,0.9914765357971191,0.006344178691506386,0.9882813692092896,0.014187664724886417
7,0.9913089871406555,0.006306210067123175,0.9882523417472839,0.0141667565330863
8,0.9913474917411804,0.006101962178945541,0.988303542137146,0.014443868771195412
9,0.9914597272872925,0.0058956812135875225,0.9882610440254211,0.014519015327095985
10,0.9914687275886536,0.005811645183712244,0.9882943630218506,0.015428057871758938
11,0.991336464881897,0.005815844517201185,0.9882410764694214,0.013909459114074707
12,0.9914546608924866,0.005681805778294802,0.9883099794387817,0.015366568230092525
13,0.9913427829742432,0.005648795980960131,0.9881802201271057,0.013289207592606544
14,0.9914417862892151,0.005536989308893681,0.9882648587226868,0.014520133845508099
15,0.9914386868476868,0.005504827946424484,0.9882787466049194,0.014599432237446308
16,0.9913866519927979,0.005488768219947815,0.988307774066925,0.014721598476171494
17,0.9913960099220276,0.005444567184895277,0.9882820844650269,0.014482038095593452
18,0.9913874864578247,0.0054045747965574265,0.9882802367210388,0.01581662893295288
19,0.9914219379425049,0.005372156389057636,0.988262414932251,0.014565874822437763
20,0.9914718270301819,0.00530032254755497,0.988260805606842,0.015051756985485554
21,0.9913491010665894,0.005324426107108593,0.9882352948188782,0.014936479739844799
22,0.9913668036460876,0.005305279977619648,0.9882563352584839,0.015153156593441963
23,0.9914067387580872,0.005256956908851862,0.988274097442627,0.015323963016271591
24,0.99137943983078,0.005274096969515085,0.9882680773735046,0.01659782975912094
25,0.9915300607681274,0.005118227563798428,0.9882713556289673,0.014583698473870754
26,0.9913826584815979,0.005222269333899021,0.9882573485374451,0.01553951296955347
27,0.991393506526947,0.005172437056899071,0.9882490634918213,0.015563661232590675
28,0.9913977980613708,0.005178586579859257,0.9882892370223999,0.01733316294848919
29,0.9914170503616333,0.005138578359037638,0.9882808327674866,0.016377249732613564
