epoch,accuracy,loss,val_accuracy,val_loss
0,0.9361530542373657,0.35453423857688904,0.9444675445556641,0.21590633690357208
1,0.9490767121315002,0.12363538146018982,0.9491402506828308,0.11275576800107956
2,0.9534507393836975,0.10951213538646698,0.957874059677124,0.10600939393043518
3,0.9592869281768799,0.09879058599472046,0.9586159586906433,0.10198093205690384
4,0.9588890671730042,0.09928300231695175,0.9596493244171143,0.10040878504514694
5,0.9595279693603516,0.09854838997125626,0.9597141146659851,0.1006268560886383
6,0.9615328907966614,0.09456083178520203,0.9624864459037781,0.09849726408720016
7,0.9633069634437561,0.08881772309541702,0.9618130326271057,0.09648414701223373
8,0.9654309153556824,0.08568070828914642,0.9641162157058716,0.09258852899074554
9,0.9657068848609924,0.08596424013376236,0.9676645994186401,0.08307912200689316
10,0.9658492207527161,0.08480022102594376,0.9634538888931274,0.09051010012626648
11,0.9680453538894653,0.07923033088445663,0.9705045223236084,0.07504308223724365
12,0.9690341949462891,0.07606004923582077,0.9715017676353455,0.0742897316813469
13,0.9685974717140198,0.0766865462064743,0.969487190246582,0.07408925145864487
14,0.968113362789154,0.07810267060995102,0.9707097411155701,0.07173401117324829
15,0.9724850058555603,0.06857100129127502,0.9721126556396484,0.06770922243595123
16,0.9700748920440674,0.07209824025630951,0.9734193682670593,0.06624405086040497
17,0.9727548956871033,0.06662669032812119,0.9742065072059631,0.06347817182540894
18,0.9717897772789001,0.06926070153713226,0.9750056266784668,0.06212814897298813
19,0.9759756922721863,0.059169672429561615,0.9754456877708435,0.06058038771152496
20,0.9736944437026978,0.06533179432153702,0.9755644202232361,0.060140419751405716
21,0.9749978184700012,0.06224779039621353,0.9762057065963745,0.058695804327726364
22,0.9743300676345825,0.062463920563459396,0.9741679430007935,0.062019843608140945
23,0.9770755767822266,0.05688248202204704,0.9744511246681213,0.06040266528725624
24,0.9759218096733093,0.059517212212085724,0.9767822623252869,0.05838746577501297
25,0.9784767031669617,0.05325513705611229,0.9785415530204773,0.05327121913433075
26,0.9779375791549683,0.05467198044061661,0.97854083776474,0.05308308079838753
27,0.9784927368164062,0.05307632312178612,0.9792789816856384,0.05112556368112564
28,0.9794992804527283,0.05052376911044121,0.9788737297058105,0.053387127816677094
29,0.9792266488075256,0.05142306163907051,0.9790767431259155,0.05168198049068451
30,0.9776167273521423,0.055243466049432755,0.9804721474647522,0.049321290105581284
31,0.980445146560669,0.04832680523395538,0.9798216223716736,0.04969710856676102
32,0.9819453358650208,0.04475271701812744,0.9805619716644287,0.04807073250412941
33,0.9808023571968079,0.04749905690550804,0.9815497994422913,0.04660384729504585
34,0.9817607402801514,0.04540598765015602,0.9821682572364807,0.04555163532495499
35,0.9832832217216492,0.041635267436504364,0.9810079336166382,0.04802767187356949
36,0.983916163444519,0.04038531333208084,0.9817294478416443,0.04526819661259651
37,0.9846254587173462,0.038502756506204605,0.9826050996780396,0.04327737167477608
38,0.9849089980125427,0.037918638437986374,0.9835522174835205,0.0418635718524456
39,0.9848209023475647,0.03821564093232155,0.983643651008606,0.04055923596024513
40,0.9862701296806335,0.034542977809906006,0.9841400980949402,0.04063209146261215
41,0.9864341020584106,0.034130390733480453,0.9840778708457947,0.04026305675506592
42,0.9867902994155884,0.033069927245378494,0.9840729236602783,0.039883505553007126
43,0.9876258373260498,0.031086863949894905,0.9842466711997986,0.04008662328124046
44,0.9874649047851562,0.03153776377439499,0.9855258464813232,0.03671751916408539
45,0.98858243227005,0.028622407466173172,0.9852269291877747,0.038256656378507614
46,0.9886586666107178,0.028369922190904617,0.985939621925354,0.03577053174376488
47,0.9893680214881897,0.026607869192957878,0.9858089685440063,0.0361018069088459
48,0.9891197085380554,0.027255237102508545,0.9853940606117249,0.03714999556541443
49,0.9899286031723022,0.02533157356083393,0.9858848452568054,0.03675134852528572
