epoch,accuracy,loss,val_accuracy,val_loss
0,0.9924197196960449,0.014437795616686344,0.989586591720581,0.013524393551051617
1,0.9922980070114136,0.0073768338188529015,0.989586591720581,0.015073461458086967
2,0.9922968149185181,0.007027146872133017,0.9895822405815125,0.012838541530072689
3,0.992228090763092,0.006663987413048744,0.9895500540733337,0.012206538580358028
4,0.9923238754272461,0.006201252341270447,0.989494800567627,0.011874957010149956
5,0.9922763705253601,0.005907942540943623,0.9893736839294434,0.012538820505142212
6,0.9923523664474487,0.00565069355070591,0.9893915057182312,0.012191240675747395
7,0.9921548366546631,0.005622323602437973,0.9893500804901123,0.012213138863444328
8,0.9922850728034973,0.00543735409155488,0.9894036054611206,0.01206281129270792
9,0.9922724962234497,0.005322545766830444,0.9893822073936462,0.012294542044401169
10,0.9922850728034973,0.00524904252961278,0.9894930720329285,0.01250369567424059
11,0.9922796487808228,0.005156503524631262,0.9893947839736938,0.012496095150709152
12,0.9922741055488586,0.005131183657795191,0.9894240498542786,0.012623307295143604
13,0.9923035502433777,0.005036059767007828,0.9894765615463257,0.01294869463890791
14,0.9922940135002136,0.0049765827134251595,0.9893357157707214,0.012810156680643559
15,0.9922513365745544,0.005000634118914604,0.989441990852356,0.012745442800223827
16,0.9922997355461121,0.004911001306027174,0.9894407391548157,0.013127810321748257
17,0.99233078956604,0.004839151632040739,0.9894059300422668,0.01199885830283165
18,0.9922849535942078,0.004844515584409237,0.9894935488700867,0.013266270980238914
19,0.9922232627868652,0.004844318144023418,0.9894874691963196,0.013123130425810814
20,0.9923320412635803,0.004734419751912355,0.9894270300865173,0.013198803178966045
21,0.9922690987586975,0.004771720618009567,0.9894219040870667,0.013211766257882118
22,0.9922667145729065,0.004738391377031803,0.989440381526947,0.012487844564020634
23,0.992317795753479,0.0046907938085496426,0.9894546866416931,0.013899057172238827
24,0.9923374056816101,0.0046609132550656796,0.9894121289253235,0.01360289566218853
25,0.9922178387641907,0.004696984775364399,0.9894468188285828,0.013475814834237099
26,0.9922632575035095,0.004672289360314608,0.9894105792045593,0.013326193206012249
27,0.9923226237297058,0.004616409540176392,0.9894129037857056,0.01298407930880785
28,0.9922828674316406,0.004638452082872391,0.9894193410873413,0.013847161084413528
29,0.9922468662261963,0.0046297283843159676,0.9894551038742065,0.014885283075273037
