epoch,accuracy,loss,val_accuracy,val_loss
0,0.9915632605552673,0.016238901764154434,0.9883877635002136,0.01605263724923134
1,0.9914200901985168,0.008025692775845528,0.9883877635002136,0.015566924586892128
2,0.991398274898529,0.0076799592934548855,0.9883875250816345,0.015807369723916054
3,0.991443395614624,0.007374286651611328,0.9883822798728943,0.014050353318452835
4,0.9913918375968933,0.006966152228415012,0.9883406162261963,0.013780081644654274
5,0.9913665652275085,0.00657388661056757,0.9883003830909729,0.0143634844571352
6,0.9913809895515442,0.006367260590195656,0.9881449937820435,0.014256884343922138
7,0.9914025664329529,0.006179200951009989,0.9883331060409546,0.015021787956357002
8,0.9914178848266602,0.0060557532124221325,0.9881946444511414,0.014295191504061222
9,0.9914106726646423,0.005933787673711777,0.9881884455680847,0.014042765833437443
10,0.9913771748542786,0.005891530308872461,0.9882567524909973,0.01547421608120203
11,0.9914394617080688,0.005738439969718456,0.9882422685623169,0.014567168429493904
12,0.9913585782051086,0.005713027901947498,0.9882126450538635,0.014872530475258827
13,0.9914546608924866,0.0056059397757053375,0.988238513469696,0.014624708332121372
14,0.9914711713790894,0.005509331822395325,0.9882686138153076,0.014980343170464039
15,0.9913477301597595,0.00554485060274601,0.9882608652114868,0.014113977551460266
16,0.9913718700408936,0.005505941808223724,0.9883002638816833,0.015488194301724434
17,0.9914151430130005,0.005426301620900631,0.9882533550262451,0.015316114760935307
18,0.9914365410804749,0.005386128090322018,0.9882747530937195,0.015313665382564068
19,0.9913997650146484,0.005384569987654686,0.9882330298423767,0.015126368962228298
20,0.991493821144104,0.005273474380373955,0.988259494304657,0.015299657359719276
21,0.9912927150726318,0.005361886229366064,0.9882656931877136,0.015560065396130085
22,0.9914315342903137,0.005241544917225838,0.988274872303009,0.015689512714743614
23,0.9914319515228271,0.005240917671471834,0.9882698655128479,0.016103673726320267
24,0.9914679527282715,0.0051737502217292786,0.9882356524467468,0.016474949195981026
25,0.9913483262062073,0.005256466567516327,0.9882568120956421,0.015517725609242916
26,0.991374135017395,0.0051940446719527245,0.9882542490959167,0.016121188178658485
27,0.9914161562919617,0.005163856782019138,0.9882784485816956,0.01710340939462185
28,0.9914505481719971,0.0051199886947870255,0.9881929159164429,0.01566912606358528
29,0.9914723634719849,0.0051016248762607574,0.988206148147583,0.01518804021179676
