epoch,accuracy,loss,val_accuracy,val_loss
0,0.9911660552024841,0.017345350235700607,0.9879013299942017,0.01243454311043024
1,0.9909734129905701,0.008172973990440369,0.9879013299942017,0.012260323390364647
2,0.9909988641738892,0.007776340469717979,0.9878606200218201,0.012069680728018284
3,0.9910919666290283,0.007132773753255606,0.9878391027450562,0.011354559101164341
4,0.9908920526504517,0.006979343015700579,0.9878559112548828,0.011399708688259125
5,0.9909846186637878,0.006642904132604599,0.9878185987472534,0.010971016250550747
6,0.9909772872924805,0.0063836416229605675,0.9878687262535095,0.010996406897902489
7,0.9909472465515137,0.006224747747182846,0.9878314137458801,0.010445293970406055
8,0.9909961223602295,0.0061040944419801235,0.9878696203231812,0.01308543048799038
9,0.9910582900047302,0.005893218796700239,0.9878246188163757,0.010624272748827934
10,0.9909075498580933,0.005942761432379484,0.9878395199775696,0.010557426139712334
11,0.9910268187522888,0.005752247758209705,0.9878600239753723,0.011286942288279533
12,0.9909376502037048,0.005761901382356882,0.9878594875335693,0.01137422863394022
13,0.9909784197807312,0.005682038143277168,0.9878462553024292,0.01141487155109644
14,0.9909293055534363,0.005664698779582977,0.9878102540969849,0.011192970909178257
15,0.9911290407180786,0.005473615135997534,0.9878210425376892,0.011167211458086967
16,0.9909023642539978,0.0056303720921278,0.9878444075584412,0.012591853737831116
17,0.9910796284675598,0.005451102275401354,0.9878125190734863,0.012018600478768349
18,0.9908840656280518,0.0055436608381569386,0.9878491163253784,0.011969136074185371
19,0.9910474419593811,0.00542891351506114,0.9878070950508118,0.011265412904322147
20,0.9910076260566711,0.005423990543931723,0.9878136515617371,0.011179775930941105
21,0.9909718632698059,0.005437604617327452,0.9878411889076233,0.011643814854323864
22,0.990959644317627,0.005425750743597746,0.9878080487251282,0.011448683217167854
23,0.9910226464271545,0.005363672971725464,0.9878554940223694,0.012659206986427307
24,0.9909796118736267,0.005397461820393801,0.9878187775611877,0.011311274021863937
25,0.9909082055091858,0.005409880541265011,0.9878498315811157,0.012854832224547863
26,0.9910695552825928,0.005296096205711365,0.987835168838501,0.013321029022336006
27,0.9909201860427856,0.0053876484744250774,0.9878197312355042,0.012659484520554543
28,0.9910041093826294,0.005319296382367611,0.9878189563751221,0.012826874852180481
29,0.991015613079071,0.00530194491147995,0.9878368377685547,0.012759186327457428
