epoch,accuracy,loss,val_accuracy,val_loss
0,0.9728759527206421,0.03650703653693199,0.9878386855125427,0.01650584489107132
1,0.991026759147644,0.00851009227335453,0.9878386855125427,0.014961916022002697
2,0.9910134077072144,0.0080947857350111,0.9878386855125427,0.015855202451348305
3,0.9911671280860901,0.007675488945096731,0.9878386855125427,0.01475557591766119
4,0.9909059405326843,0.007535883225500584,0.9877392053604126,0.014025484211742878
5,0.9909961819648743,0.007052330765873194,0.9877113699913025,0.014138869941234589
6,0.991104781627655,0.006714404560625553,0.9876508712768555,0.01454708632081747
7,0.9909082651138306,0.006700577680021524,0.9877458810806274,0.015263568609952927
8,0.991134524345398,0.006412984803318977,0.9876523017883301,0.015012421645224094
9,0.990983784198761,0.006391813512891531,0.9876774549484253,0.01541353203356266
10,0.9910176992416382,0.006217326037585735,0.9876771569252014,0.015382352285087109
11,0.9909698367118835,0.006178618408739567,0.9876600503921509,0.015801193192601204
12,0.9909682273864746,0.006128436885774136,0.9876812696456909,0.016083011403679848
13,0.9911096096038818,0.005915519315749407,0.9876812696456909,0.016544334590435028
14,0.9910101890563965,0.005948190111666918,0.9876729846000671,0.016959311440587044
15,0.9910516738891602,0.005829840898513794,0.9877174496650696,0.016303760930895805
16,0.9909698367118835,0.005825134925544262,0.9877535700798035,0.01682959869503975
17,0.990981936454773,0.005797393154352903,0.9877370595932007,0.017112422734498978
18,0.9910444021224976,0.005690104328095913,0.9876472353935242,0.016056282445788383
19,0.9910299181938171,0.005664634983986616,0.9877337217330933,0.016582198441028595
20,0.9910330176353455,0.005647608544677496,0.9877357482910156,0.01669440232217312
21,0.991044819355011,0.005592217203229666,0.9877304434776306,0.017368866130709648
22,0.9909940361976624,0.005617380607873201,0.9877184629440308,0.01695091649889946
23,0.9910051822662354,0.005541931837797165,0.987716019153595,0.017486976459622383
24,0.9910940527915955,0.005478327162563801,0.987696647644043,0.016894150525331497
25,0.9910387396812439,0.005491438787430525,0.9876948595046997,0.017438899725675583
26,0.9909785985946655,0.00551038421690464,0.9877196550369263,0.0175507590174675
27,0.9910309910774231,0.0054544671438634396,0.9877496957778931,0.01808175817131996
28,0.9911335110664368,0.0053739952854812145,0.9876818656921387,0.017437797039747238
29,0.9909566044807434,0.005456378683447838,0.9877210855484009,0.017533129081130028
