epoch,accuracy,loss,val_accuracy,val_loss
0,0.9911729693412781,0.019219236448407173,0.9878494143486023,0.013439050875604153
1,0.9909782409667969,0.00901574082672596,0.9878494143486023,0.012023963034152985
2,0.99100661277771,0.008323706686496735,0.9878450632095337,0.011348149739205837
3,0.9911009073257446,0.0075487252324819565,0.9878207445144653,0.010642572306096554
4,0.990898609161377,0.007307776715606451,0.987786054611206,0.010310639627277851
5,0.9909948706626892,0.006773604545742273,0.9877508282661438,0.00969014037400484
6,0.9909900426864624,0.006480265874415636,0.9878073334693909,0.01005170401185751
7,0.990955650806427,0.006294110789895058,0.9877592921257019,0.009299405850470066
8,0.9910050630569458,0.006123857107013464,0.9878082871437073,0.01033785566687584
9,0.99106764793396,0.0059115164913237095,0.9877734184265137,0.009458213113248348
10,0.9909152388572693,0.005929050501435995,0.9877389669418335,0.009060242213308811
11,0.991033673286438,0.005723979324102402,0.9877994656562805,0.009659858420491219
12,0.9909457564353943,0.005712062586098909,0.9878126382827759,0.009828467853367329
13,0.9909870028495789,0.005636993795633316,0.987795889377594,0.009550485759973526
14,0.9909361600875854,0.0056174136698246,0.9877291321754456,0.009732875041663647
15,0.9911338686943054,0.005409330129623413,0.987786054611206,0.009554081596434116
16,0.9909077286720276,0.005593126639723778,0.987808883190155,0.010313005186617374
17,0.9910845756530762,0.0053998189978301525,0.987790584564209,0.010056656785309315
18,0.9908902049064636,0.005492084659636021,0.9878254532814026,0.010563105344772339
19,0.9910547733306885,0.0053672194480896,0.9877803921699524,0.009799148887395859
20,0.9910123944282532,0.0053690699860453606,0.9877941608428955,0.009537504985928535
21,0.9909754991531372,0.005395499523729086,0.9877779483795166,0.008993043564260006
22,0.9909667372703552,0.005372605286538601,0.9877732396125793,0.010250970721244812
23,0.9910295009613037,0.005324456840753555,0.9878105521202087,0.010101131163537502
24,0.9909853935241699,0.005349182523787022,0.9878033995628357,0.009610215201973915
25,0.9909164309501648,0.005358210764825344,0.987803041934967,0.010099031031131744
26,0.9910774230957031,0.005268375389277935,0.9877954721450806,0.010167400352656841
27,0.9909270405769348,0.005338367540389299,0.9877988696098328,0.010123745538294315
28,0.9910104870796204,0.00528037641197443,0.9878103733062744,0.011167504824697971
29,0.9910213947296143,0.005255625117570162,0.9878003597259521,0.009765256196260452
